,,,,,,,,,,,,,,47,8,,,,,,
48,,5,4,1,,Indriyasaṁyuttaṁ,178,"48: aṭṭhacattālīsati, aṭṭhacattārīsati",,,,,,,,,,,,,
48,,5,4,2,,,,,,,,,,,,,,,,,
48,,5,4,3,,,,,,,,,,,,,,,,,
48,,5,4,4,,,,,,,,,,,,,,,,,
48,,5,4,5,,,,,,,,,,,,,,,,,
48,,5,4,6,,,,,,,,,,,,,,,,,
48,,5,4,7,,,,,,,,,,,,,,,,,
48,,5,4,8,,,,,,,,,,,,,,,,,
48,,5,4,9,,,,,,,,,,,,,,,,,
48,,5,4,10,,,,,,,,,,,,,,,,,
48,,5,4,11,,,,,,,,,,,,,,,,,
48,,5,4,12,,,,,,,,,,,,,,,,,
48,,5,4,13,,,,,,,,,,,,,,,,,
48,,5,4,14,,,,,,,,,,,,,,,,,
48,,5,4,15,,,,,,,,,,,,,,,,,
48,,5,4,16,,,,,,,,,,,,,,,,,
48,,5,4,17,,,,,,,,,,,,,,,,,
49,,5,5,1,,Sammappadhānasaṁyuttaṁ,54,49: ekūnapaññāsā,,,,,,,,,,,,,
49,,5,5,2,,,,,,,,,,,,,,,,,
49,,5,5,3,,,,,,,,,,,,,,,,,
49,,5,5,4,,,,,,,,,,,,,,,,,
49,,5,5,5,,,,,,,,,,,,,,,,,
50,,5,6,1,,Balasaṁyuttaṁ,108,"50: paññasa, paññāsa, paññāsaṁ, paṇṇāsā, paṇṇāsaṁ",,,,,,,,,,,,,
50,,5,6,2,,,,,,,,,,,,,,,,,
50,,5,6,3,,,,,,,,,,,,,,,,,
50,,5,6,4,,,,,,,,,,,,,,,,,
50,,5,6,5,,,,,,,,,,,,,,,,,
50,,5,6,6,,,,,,,,,,,,,,,,,
50,,5,6,7,,,,,,,,,,,,,,,,,
50,,5,6,8,,,,,,,,,,,,,,,,,
50,,5,6,9,,,,,,,,,,,,,,,,,
50,,5,6,10,,,,,,,,,,,,,,,,,
51,,5,7,1,,Iddhipādasaṁyuttaṁ,86,"51: ekapannāsā, ekapaṇṇāsā",,,,,,,,,,,,,
51,,5,7,2,,,,,,,,,,,,,,,,,
51,,5,7,3,,,,,,,,,,,,,,,,,
51,,5,7,4,,,,,,,,,,,,,,,,,
51,,5,7,5,,,,,,,,,,,,,,,,,
51,,5,7,6,,,,,,,,,,,,,,,,,
51,,5,7,7,,,,,,,,,,,,,,,,,
51,,5,7,8,,,,,,,,,,,,,,,,,
52,,5,8,1,,Anuruddhasaṁyuttaṁ,52,"52: dvepaññāsā, dvepaṇṇāsā",,,,,,,,,,,,,
52,,5,8,2,,,,,,,,,,,,,,,,,
53,,5,9,1,,Jhānasaṁyuttaṁ,54,"53: tipaññāsā, tipaṇṇāsā",,,,,,,,,,,,,
53,,5,9,2,,,,,,,,,,,,,,,,,
53,,5,9,3,,,,,,,,,,,,,,,,,
53,,5,9,4,,,,,,,,,,,,,,,,,
53,,5,9,5,,,,,,,,,,,,,,,,,
54,,5,10,1,,Ānāpānasaṁyuttaṁ,54,"54: catupaññāsā, catupaṇṇāsā",,,,,,,,,,,,,
54,,5,10,2,,,,,,,,,,,,,,,,,
55,,5,11,1,,Sotāpattisaṁyuttaṁ,74,"55: pañcapaññāsā, pañcapaṇṇnāsā",,,,,,,,,,,,,
55,,5,11,2,,,,,,,,,,,,,,,,,
55,,5,11,3,,,,,,,,,,,,,,,,,
55,,5,11,4,,,,,,,,,,,,,,,,,
